OrderID,OrderDate,PropertyID,ProductID,Quantity,unique,unique(prod,,,,,,,,,,PropertyID
82,14-01-2015,7,60,1,,62,,,,,,,,,,
83,14-01-2015,20,53,1,,63,,,,,,,,,,
84,14-01-2015,11,67,2,,80,,,,,,,,,,
85,14-01-2015,20,65,1,,46,,,,,,,,,,
86,14-01-2015,6,94,1,,40,,,,,,,,,,
87,14-01-2015,14,44,3,,12,,,,,,,,,,
88,14-01-2015,6,58,1,,55,,,,,,,,,,
89,14-01-2015,9,59,3,,86,,,,,,,,,,
90,15-01-2015,13,84,1,,17,,,,,,,,,,
91,15-01-2015,16,16,3,,43,,,,,,,,,,
92,15-01-2015,2,58,3,,76,,,,,,,,,,
93,15-01-2015,4,73,1,,26,,,,,,,,,,
94,15-01-2015,19,59,2,,32,,,,,,,,,,
95,15-01-2015,12,84,3,,,,,,,,,,,,
96,16-01-2015,3,92,3,,,,,,,,,,,,
97,16-01-2015,12,34,2,,,,,,,,,,,,
98,16-01-2015,12,34,3,,,,,,,,,,,,
99,16-01-2015,1,64,2,,,,,,,,,,,,
100,16-01-2015,10,24,1,,,,,,,,,,,,
101,16-01-2015,12,31,3,,,,,,,,,,,,
102,16-01-2015,8,73,1,,,,,,,,,,,,
103,17-01-2015,19,78,1,,,,,,,,,,,,
104,17-01-2015,11,16,3,,,,,,,,,,,,
105,17-01-2015,4,50,2,,,,,,,,,,,,
106,17-01-2015,14,85,2,,,,,,,,,,,,
107,17-01-2015,16,56,2,,,,,,,,,,,,
108,18-01-2015,4,25,1,,,,,,,,,,,,
109,18-01-2015,13,90,2,,,,,,,,,,,,
110,18-01-2015,3,72,2,,,,,,,,,,,,
111,18-01-2015,3,39,2,,,,,,,,,,,,
112,18-01-2015,15,10,1,,,,,,,,,,,,
113,18-01-2015,15,15,3,,,,,,,,,,,,
114,18-01-2015,3,75,1,,,,,,,,,,,,
115,19-01-2015,10,4,2,,,,,,,,,,,,
116,19-01-2015,8,47,2,,,,,,,,,,,,
117,19-01-2015,15,34,3,,,,,,,,,,,,
118,20-01-2015,13,10,2,,,,,,,,,,,,
119,20-01-2015,17,79,2,,,,,,,,,,,,
120,20-01-2015,19,72,3,,,,,,,,,,,,
121,20-01-2015,5,5,2,,,,,,,,,,,,
122,20-01-2015,13,7,3,,,,,,,,,,,,
123,21-01-2015,20,22,1,,,,,,,,,,,,
124,21-01-2015,10,2,2,,,,,,,,,,,,
125,21-01-2015,11,3,3,,,,,,,,,,,,
126,21-01-2015,16,45,3,,,,,,,,,,,,
127,21-01-2015,18,91,1,,,,,,,,,,,,
128,21-01-2015,11,41,2,,,,,,,,,,,,
129,22-01-2015,2,39,1,,,,,,,,,,,,
130,22-01-2015,1,56,3,,,,,,,,,,,,
131,22-01-2015,4,59,3,,,,,,,,,,,,
132,22-01-2015,11,67,3,,,,,,,,,,,,
133,22-01-2015,9,29,3,,,,,,,,,,,,
134,22-01-2015,6,37,2,,,,,,,,,,,,
135,22-01-2015,4,38,1,,,,,,,,,,,,
136,22-01-2015,15,36,3,,,,,,,,,,,,
137,22-01-2015,15,66,1,,,,,,,,,,,,
138,22-01-2015,8,61,2,,,,,,,,,,,,
139,23-01-2015,8,2,3,,,,,,,,,,,,
140,23-01-2015,17,78,1,,,,,,,,,,,,
141,23-01-2015,11,14,3,,,,,,,,,,,,
142,23-01-2015,17,88,1,,,,,,,,,,,,
143,23-01-2015,14,16,1,,,,,,,,,,,,
144,23-01-2015,9,49,3,,,,,,,,,,,,
145,23-01-2015,5,69,3,,,,,,,,,,,,
146,23-01-2015,17,16,1,,,,,,,,,,,,
147,23-01-2015,8,68,3,,,,,,,,,,,,
148,23-01-2015,3,69,2,,,,,,,,,,,,
149,23-01-2015,8,73,1,,,,,,,,,,,,
150,24-01-2015,2,45,3,,,,,,,,,,,,
151,24-01-2015,18,77,2,,,,,,,,,,,,
152,24-01-2015,10,93,2,,,,,,,,,,,,
153,24-01-2015,17,50,3,,,,,,,,,,,,
154,24-01-2015,20,14,1,,,,,,,,,,,,
155,24-01-2015,1,52,3,,,,,,,,,,,,
156,24-01-2015,19,6,3,,,,,,,,,,,,
157,24-01-2015,9,56,2,,,,,,,,,,,,
158,24-01-2015,14,37,3,,,,,,,,,,,,
159,25-01-2015,9,90,3,,,,,,,,,,,,
160,25-01-2015,4,65,1,,,,,,,,,,,,
161,25-01-2015,18,58,2,,,,,,,,,,,,
162,25-01-2015,9,24,2,,,,,,,,,,,,
163,25-01-2015,17,41,2,,,,,,,,,,,,
164,25-01-2015,13,50,2,,,,,,,,,,,,
165,25-01-2015,4,93,3,,,,,,,,,,,,
166,25-01-2015,16,82,3,,,,,,,,,,,,
167,25-01-2015,8,13,3,,,,,,,,,,,,
168,26-01-2015,13,42,1,,,,,,,,,,,,
169,26-01-2015,8,90,2,,,,,,,,,,,,
170,26-01-2015,12,14,1,,,,,,,,,,,,
171,26-01-2015,7,9,1,,,,,,,,,,,,
172,26-01-2015,15,27,2,,,,,,,,,,,,
173,27-01-2015,17,92,2,,,,,,,,,,,,
174,27-01-2015,19,38,1,,,,,,,,,,,,
175,27-01-2015,20,87,3,,,,,,,,,,,,
176,27-01-2015,6,1,1,,,,,,,,,,,,
177,27-01-2015,20,67,2,,,,,,,,,,,,
178,27-01-2015,2,52,3,,,,,,,,,,,,
179,27-01-2015,20,68,1,,,,,,,,,,,,
180,27-01-2015,19,56,2,,,,,,,,,,,,
181,27-01-2015,13,81,3,,,,,,,,,,,,
182,27-01-2015,5,72,2,,,,,,,,,,,,
183,27-01-2015,9,16,2,,,,,,,,,,,,
184,28-01-2015,5,51,2,,,,,,,,,,,,
185,28-01-2015,2,24,1,,,,,,,,,,,,
186,28-01-2015,6,35,1,,,,,,,,,,,,
187,28-01-2015,20,11,3,,,,,,,,,,,,
188,28-01-2015,10,3,2,,,,,,,,,,,,
189,29-01-2015,14,64,1,,,,,,,,,,,,
190,29-01-2015,12,6,2,,,,,,,,,,,,
191,29-01-2015,17,70,1,,,,,,,,,,,,
192,29-01-2015,13,60,2,,,,,,,,,,,,
193,30-01-2015,18,68,2,,,,,,,,,,,,
194,30-01-2015,17,62,1,,,,,,,,,,,,
195,30-01-2015,8,36,1,,,,,,,,,,,,
196,30-01-2015,12,71,2,,,,,,,,,,,,
197,30-01-2015,12,54,2,,,,,,,,,,,,
198,30-01-2015,13,52,1,,,,,,,,,,,,
199,30-01-2015,20,58,3,,,,,,,,,,,,
200,31-01-2015,16,25,2,,,,,,,,,,,,
201,31-01-2015,14,27,3,,,,,,,,,,,,
202,31-01-2015,10,5,1,,,,,,,,,,,,
203,1/2/2015,18,11,2,,,,,,,,,,,,
204,1/2/2015,15,65,2,,,,,,,,,,,,
205,2/2/2015,1,42,3,,,,,,,,,,,,
206,2/2/2015,18,2,2,,,,,,,,,,,,
207,2/2/2015,7,53,1,,,,,,,,,,,,
208,2/2/2015,4,8,1,,,,,,,,,,,,
209,2/2/2015,2,63,1,,,,,,,,,,,,
210,2/2/2015,1,3,3,,,,,,,,,,,,
211,2/2/2015,17,75,3,,,,,,,,,,,,
212,2/2/2015,3,36,2,,,,,,,,,,,,
213,3/2/2015,3,33,3,,,,,,,,,,,,
214,3/2/2015,14,58,3,,,,,,,,,,,,
215,3/2/2015,5,39,1,,,,,,,,,,,,
216,3/2/2015,3,54,2,,,,,,,,,,,,
217,3/2/2015,19,81,1,,,,,,,,,,,,
218,3/2/2015,17,94,2,,,,,,,,,,,,
219,4/2/2015,1,2,3,,,,,,,,,,,,
220,4/2/2015,12,36,2,,,,,,,,,,,,
221,4/2/2015,1,53,3,,,,,,,,,,,,
222,5/2/2015,10,22,2,,,,,,,,,,,,
223,5/2/2015,1,6,3,,,,,,,,,,,,
224,5/2/2015,3,72,1,,,,,,,,,,,,
225,5/2/2015,2,9,1,,,,,,,,,,,,
226,6/2/2015,8,80,3,,,,,,,,,,,,
227,6/2/2015,7,46,1,,,,,,,,,,,,
228,6/2/2015,8,71,2,,,,,,,,,,,,
229,6/2/2015,15,30,2,,,,,,,,,,,,
230,7/2/2015,4,39,2,,,,,,,,,,,,
231,8/2/2015,3,36,1,,,,,,,,,,,,
232,8/2/2015,10,29,1,,,,,,,,,,,,
233,8/2/2015,9,64,1,,,,,,,,,,,,
234,8/2/2015,13,58,1,,,,,,,,,,,,
235,8/2/2015,1,5,1,,,,,,,,,,,,
236,8/2/2015,20,74,3,,,,,,,,,,,,
237,8/2/2015,7,33,2,,,,,,,,,,,,
238,9/2/2015,4,36,3,,,,,,,,,,,,
239,9/2/2015,17,34,3,,,,,,,,,,,,
240,9/2/2015,3,67,1,,,,,,,,,,,,
241,9/2/2015,20,93,1,,,,,,,,,,,,
242,9/2/2015,2,69,2,,,,,,,,,,,,
243,9/2/2015,7,53,2,,,,,,,,,,,,
244,10/2/2015,16,40,1,,,,,,,,,,,,
245,10/2/2015,19,15,3,,,,,,,,,,,,
246,10/2/2015,16,92,1,,,,,,,,,,,,
247,10/2/2015,16,39,1,,,,,,,,,,,,
248,10/2/2015,16,19,2,,,,,,,,,,,,
249,10/2/2015,5,49,3,,,,,,,,,,,,
250,10/2/2015,14,50,2,,,,,,,,,,,,
251,10/2/2015,14,66,1,,,,,,,,,,,,
252,11/2/2015,14,30,1,,,,,,,,,,,,
253,11/2/2015,5,12,3,,,,,,,,,,,,
254,11/2/2015,7,31,1,,,,,,,,,,,,
255,11/2/2015,11,78,3,,,,,,,,,,,,
256,11/2/2015,9,42,1,,,,,,,,,,,,
257,11/2/2015,20,65,2,,,,,,,,,,,,
258,11/2/2015,6,61,2,,,,,,,,,,,,
259,11/2/2015,5,89,2,,,,,,,,,,,,
260,11/2/2015,14,47,2,,,,,,,,,,,,
261,11/2/2015,17,38,2,,,,,,,,,,,,
262,12/2/2015,12,19,2,,,,,,,,,,,,
263,12/2/2015,12,37,2,,,,,,,,,,,,
264,12/2/2015,13,55,2,,,,,,,,,,,,
265,12/2/2015,14,2,2,,,,,,,,,,,,
266,12/2/2015,8,91,1,,,,,,,,,,,,
267,12/2/2015,10,55,1,,,,,,,,,,,,
268,12/2/2015,5,55,2,,,,,,,,,,,,
269,13-02-2015,7,49,3,,,,,,,,,,,,
270,13-02-2015,8,81,2,,,,,,,,,,,,
271,13-02-2015,10,86,2,,,,,,,,,,,,
272,13-02-2015,9,38,2,,,,,,,,,,,,
273,13-02-2015,12,58,3,,,,,,,,,,,,
274,13-02-2015,5,49,1,,,,,,,,,,,,
275,13-02-2015,8,72,3,,,,,,,,,,,,
276,13-02-2015,19,91,2,,,,,,,,,,,,
277,13-02-2015,12,75,2,,,,,,,,,,,,
278,13-02-2015,1,84,1,,,,,,,,,,,,
279,14-02-2015,6,51,3,,,,,,,,,,,,
280,14-02-2015,5,5,2,,,,,,,,,,,,
281,14-02-2015,14,44,1,,,,,,,,,,,,
282,14-02-2015,20,6,2,,,,,,,,,,,,
283,14-02-2015,3,61,2,,,,,,,,,,,,
284,14-02-2015,15,17,3,,,,,,,,,,,,
285,14-02-2015,7,44,2,,,,,,,,,,,,
286,15-02-2015,13,93,1,,,,,,,,,,,,
287,15-02-2015,18,21,3,,,,,,,,,,,,
288,15-02-2015,16,48,2,,,,,,,,,,,,
289,15-02-2015,10,40,2,,,,,,,,,,,,
290,15-02-2015,11,9,1,,,,,,,,,,,,
291,15-02-2015,10,12,1,,,,,,,,,,,,
292,15-02-2015,8,90,3,,,,,,,,,,,,
293,15-02-2015,12,38,2,,,,,,,,,,,,
294,16-02-2015,19,63,3,,,,,,,,,,,,
295,16-02-2015,18,51,2,,,,,,,,,,,,
296,16-02-2015,16,70,3,,,,,,,,,,,,
297,16-02-2015,18,61,2,,,,,,,,,,,,
298,16-02-2015,12,14,1,,,,,,,,,,,,
299,16-02-2015,4,4,2,,,,,,,,,,,,
300,16-02-2015,20,80,3,,,,,,,,,,,,
301,16-02-2015,20,33,1,,,,,,,,,,,,
302,17-02-2015,17,65,2,,,,,,,,,,,,
303,17-02-2015,16,35,3,,,,,,,,,,,,
304,17-02-2015,8,67,1,,,,,,,,,,,,
305,17-02-2015,4,47,2,,,,,,,,,,,,
306,17-02-2015,10,87,3,,,,,,,,,,,,
307,17-02-2015,19,77,1,,,,,,,,,,,,
308,17-02-2015,12,27,3,,,,,,,,,,,,
309,17-02-2015,12,60,1,,,,,,,,,,,,
310,18-02-2015,5,79,2,,,,,,,,,,,,
311,18-02-2015,17,4,3,,,,,,,,,,,,
312,18-02-2015,7,15,2,,,,,,,,,,,,
313,18-02-2015,5,61,1,,,,,,,,,,,,
314,18-02-2015,15,38,1,,,,,,,,,,,,
315,19-02-2015,20,75,3,,,,,,,,,,,,
316,19-02-2015,9,34,1,,,,,,,,,,,,
317,19-02-2015,13,94,1,,,,,,,,,,,,
318,19-02-2015,15,69,3,,,,,,,,,,,,
319,19-02-2015,3,9,2,,,,,,,,,,,,
320,19-02-2015,3,43,1,,,,,,,,,,,,
321,20-02-2015,18,21,3,,,,,,,,,,,,
322,20-02-2015,18,18,1,,,,,,,,,,,,
323,20-02-2015,15,73,2,,,,,,,,,,,,
324,20-02-2015,12,18,1,,,,,,,,,,,,
325,20-02-2015,18,23,1,,,,,,,,,,,,
326,20-02-2015,18,67,2,,,,,,,,,,,,
327,20-02-2015,1,34,1,,,,,,,,,,,,
328,20-02-2015,9,8,2,,,,,,,,,,,,
329,20-02-2015,10,84,3,,,,,,,,,,,,
330,20-02-2015,14,61,2,,,,,,,,,,,,
331,20-02-2015,10,91,1,,,,,,,,,,,,
332,20-02-2015,5,55,1,,,,,,,,,,,,
333,21-02-2015,18,12,1,,,,,,,,,,,,
334,21-02-2015,4,8,2,,,,,,,,,,,,
335,21-02-2015,12,63,3,,,,,,,,,,,,
336,21-02-2015,6,43,3,,,,,,,,,,,,
337,21-02-2015,8,18,1,,,,,,,,,,,,
338,21-02-2015,5,62,3,,,,,,,,,,,,
339,21-02-2015,7,14,2,,,,,,,,,,,,
340,21-02-2015,17,36,3,,,,,,,,,,,,
341,21-02-2015,19,29,3,,,,,,,,,,,,
342,21-02-2015,4,8,2,,,,,,,,,,,,
343,21-02-2015,3,18,1,,,,,,,,,,,,
344,22-02-2015,12,69,1,,,,,,,,,,,,
345,22-02-2015,20,42,1,,,,,,,,,,,,
346,22-02-2015,5,84,1,,,,,,,,,,,,
347,22-02-2015,8,85,2,,,,,,,,,,,,
348,22-02-2015,2,24,1,,,,,,,,,,,,
349,22-02-2015,7,81,1,,,,,,,,,,,,
350,22-02-2015,20,54,3,,,,,,,,,,,,
351,22-02-2015,8,5,1,,,,,,,,,,,,
352,23-02-2015,2,3,1,,,,,,,,,,,,
353,23-02-2015,5,39,1,,,,,,,,,,,,
354,23-02-2015,16,34,1,,,,,,,,,,,,
355,23-02-2015,5,76,2,,,,,,,,,,,,
356,24-02-2015,16,28,3,,,,,,,,,,,,
357,24-02-2015,11,61,1,,,,,,,,,,,,
358,24-02-2015,13,42,1,,,,,,,,,,,,
359,24-02-2015,9,46,1,,,,,,,,,,,,
360,24-02-2015,6,24,3,,,,,,,,,,,,
361,24-02-2015,7,72,2,,,,,,,,,,,,
362,24-02-2015,2,21,3,,,,,,,,,,,,
363,24-02-2015,12,88,2,,,,,,,,,,,,
364,24-02-2015,20,25,1,,,,,,,,,,,,
365,24-02-2015,16,2,2,,,,,,,,,,,,
366,24-02-2015,4,16,3,,,,,,,,,,,,
367,24-02-2015,15,61,3,,,,,,,,,,,,
368,25-02-2015,3,89,2,,,,,,,,,,,,
369,25-02-2015,7,38,3,,,,,,,,,,,,
370,25-02-2015,6,3,1,,,,,,,,,,,,
371,25-02-2015,17,64,2,,,,,,,,,,,,
372,26-02-2015,9,67,2,,,,,,,,,,,,
373,26-02-2015,6,27,3,,,,,,,,,,,,
374,26-02-2015,9,17,3,,,,,,,,,,,,
375,26-02-2015,4,63,2,,,,,,,,,,,,
376,26-02-2015,10,52,2,,,,,,,,,,,,
377,27-02-2015,16,9,1,,,,,,,,,,,,
378,27-02-2015,5,41,3,,,,,,,,,,,,
379,27-02-2015,2,4,3,,,,,,,,,,,,
380,27-02-2015,9,65,2,,,,,,,,,,,,
381,27-02-2015,16,90,1,,,,,,,,,,,,
382,27-02-2015,8,70,1,,,,,,,,,,,,
383,27-02-2015,20,47,1,,,,,,,,,,,,
384,27-02-2015,9,87,1,,,,,,,,,,,,
385,27-02-2015,15,45,3,,,,,,,,,,,,
386,27-02-2015,6,7,1,,,,,,,,,,,,
387,27-02-2015,20,33,3,,,,,,,,,,,,
388,27-02-2015,20,62,3,,,,,,,,,,,,
389,28-02-2015,8,16,1,,,,,,,,,,,,
390,28-02-2015,14,64,2,,,,,,,,,,,,
391,28-02-2015,7,74,1,,,,,,,,,,,,
392,28-02-2015,2,90,3,,,,,,,,,,,,
393,28-02-2015,8,22,3,,,,,,,,,,,,
394,28-02-2015,4,36,3,,,,,,,,,,,,
395,28-02-2015,9,26,2,,,,,,,,,,,,
396,28-02-2015,8,22,3,,,,,,,,,,,,
397,1/3/2015,8,55,1,,,,,,,,,,,,
398,1/3/2015,4,60,3,,,,,,,,,,,,
399,1/3/2015,12,13,2,,,,,,,,,,,,
400,1/3/2015,11,7,2,,,,,,,,,,,,
401,1/3/2015,7,94,1,,,,,,,,,,,,
402,1/3/2015,16,93,1,,,,,,,,,,,,
403,1/3/2015,13,76,2,,,,,,,,,,,,
404,2/3/2015,9,35,1,,,,,,,,,,,,
405,2/3/2015,2,73,1,,,,,,,,,,,,
406,2/3/2015,20,57,2,,,,,,,,,,,,
407,2/3/2015,9,6,1,,,,,,,,,,,,
408,2/3/2015,13,51,3,,,,,,,,,,,,
409,2/3/2015,13,56,1,,,,,,,,,,,,
410,2/3/2015,15,32,3,,,,,,,,,,,,
411,3/3/2015,16,30,1,,,,,,,,,,,,
412,3/3/2015,17,29,1,,,,,,,,,,,,
413,3/3/2015,11,49,3,,,,,,,,,,,,
414,3/3/2015,9,46,2,,,,,,,,,,,,
415,3/3/2015,11,76,1,,,,,,,,,,,,
416,3/3/2015,15,59,3,,,,,,,,,,,,
417,3/3/2015,8,16,1,,,,,,,,,,,,
418,3/3/2015,14,5,1,,,,,,,,,,,,
419,3/3/2015,11,12,1,,,,,,,,,,,,
420,3/3/2015,19,93,2,,,,,,,,,,,,
421,3/3/2015,19,48,3,,,,,,,,,,,,
422,4/3/2015,13,75,2,,,,,,,,,,,,
423,4/3/2015,4,22,1,,,,,,,,,,,,
424,4/3/2015,8,15,3,,,,,,,,,,,,
425,4/3/2015,14,45,1,,,,,,,,,,,,
426,4/3/2015,7,76,3,,,,,,,,,,,,
427,4/3/2015,1,87,2,,,,,,,,,,,,
428,5/3/2015,14,23,2,,,,,,,,,,,,
429,5/3/2015,9,83,3,,,,,,,,,,,,
430,5/3/2015,6,67,3,,,,,,,,,,,,
431,5/3/2015,17,87,2,,,,,,,,,,,,
432,6/3/2015,19,36,1,,,,,,,,,,,,
433,6/3/2015,1,88,2,,,,,,,,,,,,
434,6/3/2015,11,36,2,,,,,,,,,,,,
435,6/3/2015,8,25,2,,,,,,,,,,,,
436,6/3/2015,13,44,3,,,,,,,,,,,,
437,6/3/2015,1,78,3,,,,,,,,,,,,
438,6/3/2015,7,30,3,,,,,,,,,,,,
439,6/3/2015,5,78,2,,,,,,,,,,,,
440,7/3/2015,20,54,3,,,,,,,,,,,,
441,7/3/2015,6,19,3,,,,,,,,,,,,
442,7/3/2015,16,30,2,,,,,,,,,,,,
443,7/3/2015,18,29,3,,,,,,,,,,,,
444,7/3/2015,10,3,3,,,,,,,,,,,,
445,7/3/2015,3,67,1,,,,,,,,,,,,
446,8/3/2015,18,44,2,,,,,,,,,,,,
447,8/3/2015,11,10,3,,,,,,,,,,,,
448,8/3/2015,8,85,1,,,,,,,,,,,,
449,8/3/2015,11,61,2,,,,,,,,,,,,
450,8/3/2015,14,53,1,,,,,,,,,,,,
451,8/3/2015,5,4,3,,,,,,,,,,,,
452,9/3/2015,12,55,2,,,,,,,,,,,,
453,9/3/2015,7,41,3,,,,,,,,,,,,
454,9/3/2015,20,10,2,,,,,,,,,,,,
455,9/3/2015,2,59,3,,,,,,,,,,,,
456,10/3/2015,5,73,2,,,,,,,,,,,,
457,10/3/2015,2,90,1,,,,,,,,,,,,
458,10/3/2015,20,22,2,,,,,,,,,,,,
459,11/3/2015,17,80,2,,,,,,,,,,,,
460,11/3/2015,4,15,1,,,,,,,,,,,,
461,11/3/2015,8,53,1,,,,,,,,,,,,
462,11/3/2015,20,18,3,,,,,,,,,,,,
463,11/3/2015,19,2,2,,,,,,,,,,,,
464,12/3/2015,19,83,3,,,,,,,,,,,,
465,12/3/2015,1,15,2,,,,,,,,,,,,
466,12/3/2015,8,6,2,,,,,,,,,,,,
467,12/3/2015,18,48,3,,,,,,,,,,,,
468,13-03-2015,1,14,2,,,,,,,,,,,,
469,13-03-2015,11,47,3,,,,,,,,,,,,
470,13-03-2015,6,46,2,,,,,,,,,,,,
471,13-03-2015,12,73,2,,,,,,,,,,,,
472,13-03-2015,19,77,3,,,,,,,,,,,,
473,13-03-2015,11,81,3,,,,,,,,,,,,
474,14-03-2015,8,19,2,,,,,,,,,,,,
475,14-03-2015,13,91,2,,,,,,,,,,,,
476,14-03-2015,4,89,1,,,,,,,,,,,,
477,14-03-2015,2,14,2,,,,,,,,,,,,
478,14-03-2015,9,25,1,,,,,,,,,,,,
479,14-03-2015,8,80,1,,,,,,,,,,,,
480,14-03-2015,16,24,2,,,,,,,,,,,,
481,14-03-2015,7,28,3,,,,,,,,,,,,
482,14-03-2015,6,83,3,,,,,,,,,,,,
483,14-03-2015,3,42,1,,,,,,,,,,,,
484,15-03-2015,20,10,1,,,,,,,,,,,,
485,15-03-2015,14,69,3,,,,,,,,,,,,
486,15-03-2015,13,37,2,,,,,,,,,,,,
487,15-03-2015,5,73,1,,,,,,,,,,,,
488,15-03-2015,8,1,1,,,,,,,,,,,,
489,15-03-2015,2,26,1,,,,,,,,,,,,
490,15-03-2015,16,83,3,,,,,,,,,,,,
491,15-03-2015,20,34,1,,,,,,,,,,,,
492,15-03-2015,13,1,1,,,,,,,,,,,,
493,16-03-2015,19,94,1,,,,,,,,,,,,
494,16-03-2015,10,11,3,,,,,,,,,,,,
495,16-03-2015,13,8,2,,,,,,,,,,,,
496,16-03-2015,20,38,1,,,,,,,,,,,,
497,16-03-2015,13,44,1,,,,,,,,,,,,
498,17-03-2015,20,25,1,,,,,,,,,,,,
499,17-03-2015,18,73,1,,,,,,,,,,,,
500,18-03-2015,12,12,1,,,,,,,,,,,,
501,18-03-2015,15,22,1,,,,,,,,,,,,
502,18-03-2015,10,17,1,,,,,,,,,,,,
503,18-03-2015,7,33,2,,,,,,,,,,,,
504,18-03-2015,7,53,1,,,,,,,,,,,,
505,18-03-2015,10,40,2,,,,,,,,,,,,
506,19-03-2015,12,46,1,,,,,,,,,,,,
